0.2,0.0,0.2,0.0
0.6000000000000001,0.0,0.5,0.2
1.1500000000000001,0.0,0.6000000000000001,0.2
1.2000000000000002,0.35000000000000003,1.25,0.35000000000000003
1.35,0.35000000000000003,2.15,0.7000000000000001
3.95,3.7,3.8000000000000003,4.25
7.5,7.300000000000001,8.05,7.75
12.700000000000001,11.100000000000001,11.600000000000001,11.55
21.6,21.1,20.8,21.85
22.55,23.85,22.55,22.35
23.150000000000002,24.05,23.900000000000002,21.85
17.8,18.8,18.35,17.6
12.100000000000001,11.65,11.5,11.350000000000001
8.25,7.75,7.75,6.65
3.9000000000000004,3.45,3.0500000000000003,2.8000000000000003
2.0500000000000003,1.05,2.0500000000000003,1.5
0.9,0.7000000000000001,0.4,0.4
0.8500000000000001,0.8500000000000001,0.2,0.2
0.4,0.35000000000000003,0.4,0.2
0.35000000000000003,0.35000000000000003,0.2,0.0
