0,0,0,0
0,0,0,0
2,1,1,1
2,2,2,2
2,2,2,2
11,7,6,6
7,6,8,6
5,11,5,4
11,11,10,6
17,5,10,1
8,12,8,5
3,5,5,3
1,1,2,1
0,4,1,6
1,1,1,0
0,2,0,0
2,0,0,0
0,0,0,1
3,0,3,0
1,2,0,0
